origin,desc_1,desc_3,roast,agtron
"Embu County, Eastern Province, Kenya","Elegant, complexly sweet, umami-toned. Narcissus, ripe tomato, date, almond butter, cocoa powder in aroma and cup. Sweet-savory in structure with bright, juicy acidity; full, syrupy mouthfeel. The long, resounding finish carries through on the complex promise of the cup. ","A classic Kenya with an umami intrigue that balances the rich sweetness of the cup: multi-layered, paradoxical yet complete.Explore Similar CoffeesClick here for more reviews from Lexington Coffee RoastersClick here for more information about coffees from KenyaVisit Lexington Coffee Roasters ",Medium-Light,54/74
"Yirgacheffe, Sidamo, Huehuetenango","Evaluated as espresso. Richly floral-toned, elegant, balanced. Watermelon, pink grapefruit zest, Nutella, sandalwood, tiger lily in aroma and small cup. Syrupy-smooth mouthfeel; long, flavor-saturated finish. Sweet cocoa and hazelnut tones are elevated in three parts milk, with continuing floral resonance.","A deftly blended espresso as good as a straight shot as in milk: rich, high-toned, exuberant with fruit and flowers.Explore Similar CoffeesClick here for more reviews from GK Coffee ",Medium-Light,52/74
"Embu County, Eastern Province, Kenya","Complexly layered, deeply sweet-savory. Watermelon, fresh-cut pine, roasted cacao nib, lemon verbena, freesia-like flowers in aroma and cup. Sweet-savory structure with juicy, bright acidity; plush, syrupy mouthfeel. The resonant finish consolidates to notes of watermelon and cacao nib, supported by rich fresh-cut pine.","A deeply sweet, richly savory Kenya cup, with pleasingly intense notes of aromatic wood (think fresh pine forest) underneath melon and cocoa tones.Explore Similar CoffeesClick here for more reviews from Branch Street Coffee RoastersClick here for more information about coffees from Kenya ",Medium-Light,56/74
South-central Kenya,"Crisply sweet, impressively balanced. Black currant, maple syrup, almond, cedar, lilac-like flowers in aroma and cup. Sweet-tart in structure with juicy, vibrant acidity; velvety-smooth mouthfeel. The finish consolidates to black currant and maple syrup with undercurrents of hazelnut and cedar.","A classically balanced Kenya cup with pretty fruit and floral tones and a bright, engaging acidity.Explore Similar CoffeesClick here for more reviews from GK CoffeeClick here for more information about coffees from Kenya ",Medium-Light,56/80
"Yirgacheffe growing region, southern Ethiopia","Richly fruit-toned. Ripe blueberry, dark chocolate, oak, agave syrup, rhododendron-like flowers in aroma and cup. Sweet-toned in structure with rounded acidity; full, syrupy mouthfeel. The resonant finish centers around deep blueberry and chocolate notes with a hint of oak.","A cleanly fruit-forward natural-processed Ethiopia cup, redolent with ripe berry notes.Explore Similar CoffeesClick here for more reviews from GK CoffeeClick here for more information about coffees from Ethiopia ",Medium-Light,54/78
"Huehuetenango growing region, Guatemala","Crisp, sweetly nut-toned. Hazelnut butter, baker’s chocolate, cherry, cedar, freesia-like flowers in aroma and cup. Sweet-toned in structure with brisk acidity; velvety-smooth mouthfeel. The sweet finish consolidates to an inviting nutty chocolate in the short and spice-toned florals in the long.","A friendly, straightforward, pleasing Guatemala cup.Explore Similar CoffeesClick here for more reviews from Lexington Coffee RoastersClick here for more information about coffees from GuatemalaVisit Lexington Coffee Roasters ",Medium-Light,53/77
"Ethiopia, Burundi","Richly sweet, cocoa- and spice-toned. Dark chocolate, gently scorched sandalwood, orange zest, cinnamon, gardenia in aroma and cup. Sweet-tart structure with mild, rounded acidity; satiny mouthfeel. Spice-toned and chocolaty in the finish.",A chocolaty coffee fragrant with spice notes that invoke the winter holidays.Explore Similar CoffeesClick here for more reviews from Mystic Monk CoffeeVisit Mystic Monk Coffee ,Medium,47/65
Africa; Indonesia; South America,"Sweetly roast-toned, chocolaty. Baker’s chocolate, gently scorched cedar, almond, raisin, molasses in aroma and cup. Sweet-toned in structure with gentle acidity; creamy-smooth mouthfeel. The lingering finish leads with notes of raisin and almond in the short, with rich cedar tones in the long and chocolate throughout.",A pleasing chocolate-first holiday blend for those who prefer an adeptly darker-roasted coffee.Explore Similar CoffeesClick here for more reviews from Mystic Monk CoffeeVisit Mystic Monk Coffee ,Medium,42/62
"Boquete growing region, western Panama","Delicate, vibrant, richly tart. Passionfruit, roasted cacao nib, sandalwood, star jasmine, bergamot zest in aroma and cup. Sweet-tart in structure with juicy, bright acidity; buoyant, silky mouthfeel. The long, flavor-saturated finish is redolent with notes of passionfruit, star jasmine and cacoa nib.","An exuberant fruit- and floral-driven natural-processed Geisha, vibrant and engaging, with an intriguing spice-toned complication.Explore Similar CoffeesClick here for more reviews from Dragonfly Coffee RoastersClick here for more information about coffees from Panama ",Medium-Light,54/78
"Tarrazu growing region, Costa Rica","Rich, high-toned, sweetly herbaceous. Lemon verbena, roasted almond, black cherry, narcissus, black peppercorn in aroma and cup. Savory-sweet structure with high-toned, lively acidity; plush, syrupy mouthfeel. The finish leads with black cherry and narcissus in the short, with notes of almond and peppercorn in the long, and an undercurrent of lemon verbena throughout.","A complex, nuanced Costa Rica Geisha: sweetly herb-toned, deeply floral, with lift from notes of enlivening peppercorn.Explore Similar CoffeesClick here for more reviews from Dragonfly Coffee RoastersClick here for more information about coffees from Costa Rica ",Medium-Light,50/76
"Acatenango growing region, Guatemala","Complex, sweetly tart, spice-toned. Peach, fine musk, toffee, macadamia nut, roasted cacao nib in aroma and cup. Sweet-tart structure with vibrant, juicy acidity; plush, syrupy mouthfeel. The elegant, lingering finish centers around notes of peach, toffee and fine musk, all cocoa-toned.","A multi-layered cup redolent with stone fruit, sweet nuts and pungent florals, animated by a bright, engaging acidity.Explore Similar CoffeesClick here for more reviews from Fumi CoffeeClick here for more information about coffees from Guatemala ",Medium-Light,57/77
"Huehuetenango growing region, Guatemala","Complexly layered with sweet-savory depth. Wisteria, hop flowers, candied grapefruit zest, black cherry, pistachio butter in aroma and cup. Sweetly savory structure with gentle, rounded acidity; viscous, syrupy mouthfeel. The flavor-saturated finish is a mirror of the cup, carrying through on the coffee's savory-sweet resonance.","A nuanced, deep Maragogype cup from Guatemala, with intense floral tones simultaneously sweet and savory.Explore Similar CoffeesClick here for more reviews from Bird Rock Coffee RoastersClick here for more information about coffees from GuatemalaVisit Bird Rock Coffee Roasters ",Medium-Light,56/78
"Huehuetenango growing region, Guatemala","Delicate, sweetly spice-toned. Salted caramel, black cherry, cinnamon, roasted cashew, clover flower in aroma and cup.  Sweet-savory structure; high-toned, juicy acidity. Fruit-toned finish with hints of cinnamon and clover flower.","A balanced, richly sweet coffee driven by notes of stone fruit punctuated by spice tones throughout.Explore Similar CoffeesClick here for more reviews from Augie's Coffee RoastersClick here for more information about coffees from Guatemala ",Medium-Light,55/75
"Antigua growing region, Guatemala","Balanced, deeply rich and sweet. Butterscotch, sandalwood, dark chocolate, dried apricot, lantana in aroma and cup. Appealing bittersweet structure with brisk acidity; syrupy-smooth mouthfeel. The finish consolidates to notes of dark chocolate and butterscotch.","A deep, chocolaty cup with crisply sweet fruit and floral tones.Explore Similar CoffeesClick here for more reviews from Barrington Coffee RoastingClick here for more information about coffees from GuatemalaVisit Barrington Coffee Roasting ",Medium-Light,56/78
"La Providencia, Jalapa, Nicaragua","Fruit-toned, richly sweet. Raspberry liqueur, sandalwood, roasted cashew, honeysuckle, orange zest in aroma and cup. Deeply sweet in structure with high-toned, juicy acidity; full, satiny-smooth mouthfeel. Notes of cashew and honeysuckle lead in the short finish, with sandalwood and hints of raspberry liqueur in the long.",A richly fruit-forward natural-processed Nicaragua Pacamara with a pleasing sweet-ferment edge we read as berry liqueur.Explore Similar CoffeesClick here for more reviews from Hale Coffee CompanyClick here for more information about coffees from Nicaragua ,Medium-Light,54/78
"Acatenango, Guatemala","Crisp, richly sweet-toned. Tamarind, hazelnut, maple syrup, pink peppercorn, narcissus-like flowers in aroma and cup. Sweetly tart structure with gentle acidity; plush, syrupy mouthfeel. The finish consolidates to notes of tamarind, hazelnut and pink peppercorn.","A clean, honey-processed Pacamara cup, gently bright, in which tart fruit and sweet spice notes predominate.Explore Similar CoffeesClick here for more reviews from Kakalove CafeClick here for more information about coffees from GuatemalaVisit Kakalove Cafe ",Light,58/84
El Salvador,"Delicate, crisply fruit-toned. Concord grape, almond nougat, honeysuckle, bay leaf, roasted cacao nib in aroma and cup. Sweet-tart structure with rounded acidity; full, syrupy mouthfeel. Notes of Concord grape take center stage in the finish, supported by sweet floral and nut tones.","An unusually sweet, richly floral cup with a hint of sweet herbaceousness.Explore Similar CoffeesClick here for more reviews from Red Rooster Coffee RoasterClick here for more information about coffees from El SalvadorVisit Red Rooster Coffee Roaster ",Medium-Light,57/77
"Matagalpa growing region, Nicaragua","Aromatically subtle, sweetly tart. Pie cherry, roasted cacao nib, pistachio, thyme, freesia-like flowers in aroma and cup. Sweetly tart structure with juicy, vibrant acidity; viscous, syrupy acidity. The finish consolidates to notes of cocoa-toned pie cherry and freesia.",An intriguing and original Pacamara cup with pretty hints of sweet herb alongside bright fruit notes.Explore Similar CoffeesClick here for more reviews from Small Eyes CafeClick here for more information about coffees from Nicaragua ,Light,58/84
"Apaneca, Ahuachapán Department, El Salvador","Crisply sweet, rich-toned. Baker's chocolate, Bing cherry, hibiscus, oak, molasses in aroma and cup. Deeply sweet structure with pert acidity; velvety-smooth mouthfeel. Hibiscus and molasses lead the gently drying finish, with chocolate and oak resurfacing in the long.","A solid, balanced Pacamara cup: richly sweet, with a chocolate throughline.Explore Similar CoffeesClick here for more reviews from Equator CoffeesClick here for more information about coffees from El SalvadorVisit Equator Coffees ",Medium-Light,52/74
"Boquete growing region, western Panama","Crisply sweet, floral-toned. Roasted cacao nib, green grape, freesia, cedar, maple syrup in aroma and cup. Sweet-tart structure with brisk acidity; satiny-smooth mouthfeel. The finish consolidates to notes of cedar and cacao nib in the short with a hint of freesia in the long.","A crisp, balanced Gesha cup with pretty notes of cocoa and spicy florals throughout.Explore Similar CoffeesClick here for more reviews from Voyage CoffeeClick here for more information about coffees from Panama ",Light,58/84
